image_path,plate_text
"140x70_dataset/train/VVC-453-U_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",VVC-453-U
140x70_dataset/train/FRV-139-B_channel_dropout_drop_probability0.33_001_1.jpg,FRV-139-B
140x70_dataset/train/CLH-639-P_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,CLH-639-P
140x70_dataset/train/REP-728-H_perspectiveX70_max_tilt0.7_001_1.jpg,REP-728-H
140x70_dataset/train/PN5-568-V_random_fog_fog_intensity0.9_001_1.jpg,PN5-568-V
140x70_dataset/train/WN5-514-H_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,WN5-514-H
140x70_dataset/train/J9A-808-X_random_fog_fog_intensity0.9_001_1.jpg,J9A-808-X
"140x70_dataset/train/LHK-469-N_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",LHK-469-N
"140x70_dataset/train/D3K-535-P_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",D3K-535-P
140x70_dataset/train/ZEH-809-X_dithering_bits4_001_1.jpg,ZEH-809-X
"140x70_dataset/train/J78-YDA_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001.jpg",J78-YDA
140x70_dataset/train/ZE5-193-C_rotationx75_max_angle75_001_1.jpg,ZE5-193-C
140x70_dataset/train/F07-MTV_auto_contrast_cutoff0_001_1.jpg,F07-MTV
"140x70_dataset/train/ZBF-485-E_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",ZBF-485-E
140x70_dataset/train/T04-TLV_color_jitter_brightness1.2_contrast1.2_saturation1.2_001.jpg,T04-TLV
140x70_dataset/train/T2Z-089-Z_defocus_blur_kernel_size15_001_1.jpg,T2Z-089-Z
"140x70_dataset/train/UYF-932-B_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",UYF-932-B
140x70_dataset/train/RCH-901-A_downscaleX75_scale0.75_001_1.jpg,RCH-901-A
140x70_dataset/train/Z0U-470-C_downscaleX25_scale0.25_001_1.jpg,Z0U-470-C
140x70_dataset/train/RHE-983-D_motion_blur_kernel_size15_001.jpg,RHE-983-D
140x70_dataset/train/FGR-867-L_channel_dropout_drop_probability0.33_001_1.jpg,FGR-867-L
140x70_dataset/train/DMW-289-K_iso_noise_intensity25_001_1.jpg,DMW-289-K
140x70_dataset/train/NKL-054-E_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,NKL-054-E
140x70_dataset/train/N15-423-X_downscaleX75_scale0.75_001_1.jpg,N15-423-X
140x70_dataset/train/G5Z-686-N_perspectiveX50_max_tilt0.5_001.jpg,G5Z-686-N
140x70_dataset/train/DS0-226-T_dithering_bits4_001_1.jpg,DS0-226-T
140x70_dataset/train/VK1-077-U_downscaleX5_scale0.5_001_1.jpg,VK1-077-U
140x70_dataset/train/X2M-299-L_iso_noise_intensity25_001_1.jpg,X2M-299-L
140x70_dataset/train/CA3-027-S_downscaleX75_scale0.75_001.jpg,CA3-027-S
"140x70_dataset/train/HES-734-F_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",HES-734-F
140x70_dataset/train/H2G-059-M_perspectiveX70_max_tilt0.7_001_1.jpg,H2G-059-M
"140x70_dataset/train/X2B-297-P_random_sun_flare_radius_range(50, 150)_intensity1.0_001.jpg",X2B-297-P
140x70_dataset/train/GXZ-31-EG_channel_dropout_drop_probability0.33_001_1.jpg,GXZ-31-EG
140x70_dataset/train/XUC-713-D_rotationx75_max_angle75_001.jpg,XUC-713-D
"140x70_dataset/train/TKA-379-H_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",TKA-379-H
140x70_dataset/train/NZH-665-E_channel_dropout_drop_probability0.33_001_1.jpg,NZH-665-E
140x70_dataset/train/FU2-930-P_perspectiveX50_max_tilt0.5_001_1.jpg,FU2-930-P
140x70_dataset/train/WEJ-149-N_rotationx25_max_angle25_001_1.jpg,WEJ-149-N
"140x70_dataset/train/XVU-859-J_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001.jpg",XVU-859-J
140x70_dataset/train/PNN-708-S_auto_contrast_cutoff0_001_1.jpg,PNN-708-S
140x70_dataset/train/TZV-425-K_auto_contrast_cutoff0_001_1.jpg,TZV-425-K
140x70_dataset/train/S2A-872-T_motion_blur_kernel_size15_001_1.jpg,S2A-872-T
140x70_dataset/train/E88-936-V_perspectiveX70_max_tilt0.7_001.jpg,E88-936-V
140x70_dataset/train/HNS-615-S_illumination_alpha0.25_beta0_001_1.jpg,HNS-615-S
140x70_dataset/train/VW6-654-W_iso_noise_intensity25_001_1.jpg,VW6-654-W
140x70_dataset/train/TMU-184-M_downscaleX25_scale0.25_001.jpg,TMU-184-M
140x70_dataset/train/XUW-867-B_rotationx75_max_angle75_001_1.jpg,XUW-867-B
140x70_dataset/train/THS-918-S_perspectiveX35_max_tilt0.35_001_1.jpg,THS-918-S
"140x70_dataset/train/H1K-523-J_random_sun_flare_radius_range(50, 150)_intensity1.0_001.jpg",H1K-523-J
"140x70_dataset/train/LUB-059-B_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",LUB-059-B
140x70_dataset/train/RFF-666-D_rotationx75_max_angle75_001_1.jpg,RFF-666-D
140x70_dataset/train/VDN-447-V_auto_contrast_cutoff0_001_1.jpg,VDN-447-V
"140x70_dataset/train/YS8-653-N_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",YS8-653-N
140x70_dataset/train/PG1-279-X_perspectiveX70_max_tilt0.7_001_1.jpg,PG1-279-X
140x70_dataset/train/D81-510-K_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,D81-510-K
140x70_dataset/train/AF7-791-U_dithering_bits4_001_1.jpg,AF7-791-U
"140x70_dataset/train/UEJ-583-M_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",UEJ-583-M
"140x70_dataset/train/PLC-693-K_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",PLC-693-K
140x70_dataset/train/GHS-48-LE_downscaleX25_scale0.25_001_1.jpg,GHS-48-LE
140x70_dataset/train/T96-849-E_perspectiveX50_max_tilt0.5_001_1.jpg,T96-849-E
140x70_dataset/train/Y9W-291-N_rotationx25_max_angle25_001_1.jpg,Y9W-291-N
140x70_dataset/train/D7H-663-A_random_fog_fog_intensity0.9_001_1.jpg,D7H-663-A
140x70_dataset/train/DKN-014-W_random_fog_fog_intensity0.9_001_1.jpg,DKN-014-W
140x70_dataset/train/GR3-71-LT_rotationx50_max_angle50_001_1.jpg,GR3-71-LT
140x70_dataset/train/DND-502-A_perspectiveX35_max_tilt0.35_001_1.jpg,DND-502-A
140x70_dataset/train/ADX-592-N_perspectiveX35_max_tilt0.35_001.jpg,ADX-592-N
140x70_dataset/train/RFK-998-T_iso_noise_intensity25_001_1.jpg,RFK-998-T
140x70_dataset/train/Y64-R5F_random_shadow_opacity0.3_001_1.jpg,Y64-R5F
140x70_dataset/train/TU7-880-D_downscaleX25_scale0.25_001_1.jpg,TU7-880-D
140x70_dataset/train/YT3-955-H_downscaleX5_scale0.5_001_1.jpg,YT3-955-H
140x70_dataset/train/PMX-989-W_defocus_blur_kernel_size15_001_1.jpg,PMX-989-W
140x70_dataset/train/FZA-437-Z_random_snow_intensity0.2_001_1.jpg,FZA-437-Z
140x70_dataset/train/TJ0-449-Y_scaleX75_min_scale0.75_max_scale0.75_001.jpg,TJ0-449-Y
140x70_dataset/train/YPH-006-E_random_snow_intensity0.2_001.jpg,YPH-006-E
140x70_dataset/train/DE4-288-C_defocus_blur_kernel_size15_001_1.jpg,DE4-288-C
140x70_dataset/train/YV1-276-U_illumination_alpha0.25_beta0_001.jpg,YV1-276-U
140x70_dataset/train/VSR-206-V_rotationx75_max_angle75_001_1.jpg,VSR-206-V
140x70_dataset/train/F41-835-N_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,F41-835-N
140x70_dataset/train/K4D-479-N_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,K4D-479-N
140x70_dataset/train/PMC-254-N_defocus_blur_kernel_size15_001_1.jpg,PMC-254-N
140x70_dataset/train/VZ2-906-M_auto_contrast_cutoff0_001_1.jpg,VZ2-906-M
140x70_dataset/train/DV0-077-R_downscaleX5_scale0.5_001.jpg,DV0-077-R
"140x70_dataset/train/DLS-639-E_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",DLS-639-E
"140x70_dataset/train/H2U-807-N_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",H2U-807-N
140x70_dataset/train/H24-K7F_glass_blur_iterations3_max_offset2_001.jpg,H24-K7F
"140x70_dataset/train/FAL-946-B_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",FAL-946-B
140x70_dataset/train/TJL-333-B_glass_blur_iterations3_max_offset2_001_1.jpg,TJL-333-B
140x70_dataset/train/NHA-012-C_motion_blur_kernel_size15_001_1.jpg,NHA-012-C
140x70_dataset/train/FMJ-867-D_defocus_blur_kernel_size15_001.jpg,FMJ-867-D
"140x70_dataset/train/GEC-032-Z_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",GEC-032-Z
140x70_dataset/train/DFD-347-F_motion_blur_kernel_size15_001_1.jpg,DFD-347-F
140x70_dataset/train/VSU-233-D_downscaleX75_scale0.75_001_1.jpg,VSU-233-D
140x70_dataset/train/U02-189-X_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,U02-189-X
140x70_dataset/train/EWX-158-Y_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,EWX-158-Y
140x70_dataset/train/GBY-546-R_illumination_alpha0.25_beta0_001_1.jpg,GBY-546-R
140x70_dataset/train/F35-KCC_downscaleX5_scale0.5_001_1.jpg,F35-KCC
140x70_dataset/train/PPC-706-S_perspectiveX50_max_tilt0.5_001_1.jpg,PPC-706-S
140x70_dataset/train/F17-103-C_random_shadow_opacity0.3_001_1.jpg,F17-103-C
140x70_dataset/train/DJ2-288-H_rotationx75_max_angle75_001.jpg,DJ2-288-H
140x70_dataset/train/Z62-108-V_downscaleX5_scale0.5_001_1.jpg,Z62-108-V
140x70_dataset/train/WYZ-432-A_defocus_blur_kernel_size15_001_1.jpg,WYZ-432-A
140x70_dataset/train/V2T-305-N_rotationx50_max_angle50_001_1.jpg,V2T-305-N
"140x70_dataset/train/R9A-724-J_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001.jpg",R9A-724-J
140x70_dataset/train/DLG-717-X_downscaleX75_scale0.75_001_1.jpg,DLG-717-X
140x70_dataset/train/M25-944-Z_perspectiveX70_max_tilt0.7_001_1.jpg,M25-944-Z
140x70_dataset/train/UU8-793-F_random_fog_fog_intensity0.9_001_1.jpg,UU8-793-F
"140x70_dataset/train/UFU-349-B_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",UFU-349-B
140x70_dataset/train/APH-232-B_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,APH-232-B
"140x70_dataset/train/BS1-730-L_random_sun_flare_radius_range(50, 150)_intensity1.0_001.jpg",BS1-730-L
"140x70_dataset/train/ELY-868-L_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",ELY-868-L
140x70_dataset/train/ENL-410-A_defocus_blur_kernel_size15_001_1.jpg,ENL-410-A
140x70_dataset/train/WRM-596-A_random_shadow_opacity0.3_001_1.jpg,WRM-596-A
140x70_dataset/train/D31-2GE_perspectiveX50_max_tilt0.5_001_1.jpg,D31-2GE
140x70_dataset/train/PTR-786-Y_illumination_alpha0.25_beta0_001.jpg,PTR-786-Y
"140x70_dataset/train/R33-093-Y_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",R33-093-Y
140x70_dataset/train/BS3-029-T_illumination_alpha0.25_beta0_001.jpg,BS3-029-T
"140x70_dataset/train/PS0-794-E_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",PS0-794-E
140x70_dataset/train/XE2-377-P_scaleX25_min_scale0.25_max_scale0.25_001.jpg,XE2-377-P
"140x70_dataset/train/UBM-441-H_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",UBM-441-H
"140x70_dataset/train/USK-474-W_equalize_clip_limit2.0_grid_size(8, 8)_001.jpg",USK-474-W
140x70_dataset/train/WG3-623-K_rotationx25_max_angle25_001_1.jpg,WG3-623-K
140x70_dataset/train/WPJ-403-H_iso_noise_intensity25_001_1.jpg,WPJ-403-H
"140x70_dataset/train/WHA-792-Z_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",WHA-792-Z
140x70_dataset/train/UVZ-500-K_random_shadow_opacity0.3_001_1.jpg,UVZ-500-K
140x70_dataset/train/THB-783-P_glass_blur_iterations3_max_offset2_001_1.jpg,THB-783-P
140x70_dataset/train/UNB-362-F_random_fog_fog_intensity0.9_001_1.jpg,UNB-362-F
140x70_dataset/train/TKB-095-K_downscaleX25_scale0.25_001.jpg,TKB-095-K
"140x70_dataset/train/RH3-823-U_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",RH3-823-U
140x70_dataset/train/HGA-584-B_random_shadow_opacity0.3_001.jpg,HGA-584-B
140x70_dataset/train/YYL-076-V_color_jitter_brightness1.2_contrast1.2_saturation1.2_001.jpg,YYL-076-V
140x70_dataset/train/ZG7-832-Z_downscaleX75_scale0.75_001_1.jpg,ZG7-832-Z
140x70_dataset/train/W40-591-R_rotationx75_max_angle75_001_1.jpg,W40-591-R
"140x70_dataset/train/FHC-342-X_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",FHC-342-X
140x70_dataset/train/ZDT-927-K_random_shadow_opacity0.3_001_1.jpg,ZDT-927-K
140x70_dataset/train/Z72-055-A_random_shadow_opacity0.3_001_1.jpg,Z72-055-A
140x70_dataset/train/VZ2-906-M_iso_noise_intensity25_001_1.jpg,VZ2-906-M
140x70_dataset/train/DSA-587-H_downscaleX25_scale0.25_001_1.jpg,DSA-587-H
140x70_dataset/train/NBN-013-D_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,NBN-013-D
140x70_dataset/train/EMG-248-J_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,EMG-248-J
140x70_dataset/train/YCT-234-P_defocus_blur_kernel_size15_001_1.jpg,YCT-234-P
140x70_dataset/train/RJ3-257-X_perspectiveX70_max_tilt0.7_001_1.jpg,RJ3-257-X
140x70_dataset/train/Y8P-020-W_scaleX75_min_scale0.75_max_scale0.75_001.jpg,Y8P-020-W
140x70_dataset/train/E6E-637-B_dithering_bits4_001_1.jpg,E6E-637-B
140x70_dataset/train/G5M-310-S_defocus_blur_kernel_size15_001_1.jpg,G5M-310-S
140x70_dataset/train/ETM-541-N_perspectiveX35_max_tilt0.35_001_1.jpg,ETM-541-N
140x70_dataset/train/FVS-987-N_downscaleX5_scale0.5_001.jpg,FVS-987-N
140x70_dataset/train/Y85-936-L_dithering_bits4_001.jpg,Y85-936-L
140x70_dataset/train/L52-KPG_rotationx25_max_angle25_001_1.jpg,L52-KPG
140x70_dataset/train/ZB7-198-Y_random_shadow_opacity0.3_001_1.jpg,ZB7-198-Y
140x70_dataset/train/E44-333-E_auto_contrast_cutoff0_001.jpg,E44-333-E
140x70_dataset/train/D8R-557-U_iso_noise_intensity25_001_1.jpg,D8R-557-U
140x70_dataset/train/D3C-021-Z_auto_contrast_cutoff0_001_1.jpg,D3C-021-Z
"140x70_dataset/train/UWE-245-V_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",UWE-245-V
140x70_dataset/train/H1A-471-H_perspectiveX35_max_tilt0.35_001_1.jpg,H1A-471-H
140x70_dataset/train/DE2-691-Z_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,DE2-691-Z
140x70_dataset/train/XC0-939-K_motion_blur_kernel_size15_001_1.jpg,XC0-939-K
"140x70_dataset/train/UNY-061-U_equalize_clip_limit2.0_grid_size(8, 8)_001.jpg",UNY-061-U
140x70_dataset/train/DDM-455-H_rotationx75_max_angle75_001_1.jpg,DDM-455-H
140x70_dataset/train/UTH-539-M_perspectiveX70_max_tilt0.7_001_1.jpg,UTH-539-M
140x70_dataset/train/EPW-512-A_rotationx75_max_angle75_001_1.jpg,EPW-512-A
140x70_dataset/train/H1S-646-V_downscaleX5_scale0.5_001_1.jpg,H1S-646-V
140x70_dataset/train/VK6-575-L_random_snow_intensity0.2_001_1.jpg,VK6-575-L
140x70_dataset/train/W3M-400-N_random_snow_intensity0.2_001_1.jpg,W3M-400-N
"140x70_dataset/train/UP1-285-T_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001.jpg",UP1-285-T
140x70_dataset/train/E13-526-L_downscaleX5_scale0.5_001_1.jpg,E13-526-L
140x70_dataset/train/F8T-812-J_perspectiveX35_max_tilt0.35_001_1.jpg,F8T-812-J
140x70_dataset/train/WE0-932-Z_random_fog_fog_intensity0.9_001_1.jpg,WE0-932-Z
"140x70_dataset/train/DD1-205-C_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001.jpg",DD1-205-C
"140x70_dataset/train/BXT-361-T_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",BXT-361-T
"140x70_dataset/train/YA7-820-A_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",YA7-820-A
140x70_dataset/train/UV5-323-T_perspectiveX50_max_tilt0.5_001_1.jpg,UV5-323-T
140x70_dataset/train/YGN-463-H_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,YGN-463-H
140x70_dataset/train/KN7-450-U_rotationx75_max_angle75_001.jpg,KN7-450-U
140x70_dataset/train/T04-TLV_perspectiveX50_max_tilt0.5_001.jpg,T04-TLV
140x70_dataset/train/GWX-68-ZT_scaleX50_min_scale0.5_max_scale0.5_001.jpg,GWX-68-ZT
140x70_dataset/train/Z33-600-D_rotationx25_max_angle25_001_1.jpg,Z33-600-D
140x70_dataset/train/Z1H-981-D_perspectiveX35_max_tilt0.35_001_1.jpg,Z1H-981-D
"140x70_dataset/train/TVK-864-D_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001.jpg",TVK-864-D
140x70_dataset/train/TLB-949-P_defocus_blur_kernel_size15_001_1.jpg,TLB-949-P
140x70_dataset/train/G5T-114-M_perspectiveX70_max_tilt0.7_001_1.jpg,G5T-114-M
140x70_dataset/train/DLR-509-J_perspectiveX35_max_tilt0.35_001.jpg,DLR-509-J
140x70_dataset/train/WWB-973-R_random_fog_fog_intensity0.9_001.jpg,WWB-973-R
140x70_dataset/train/YTE-894-A_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,YTE-894-A
140x70_dataset/train/Z07-599-K_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,Z07-599-K
"140x70_dataset/train/UUX-322-H_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",UUX-322-H
140x70_dataset/train/KSC-779-P_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,KSC-779-P
140x70_dataset/train/YHN-399-J_iso_noise_intensity25_001_1.jpg,YHN-399-J
140x70_dataset/train/D1D-570-G_dithering_bits4_001_1.jpg,D1D-570-G
"140x70_dataset/train/VTS-011-W_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",VTS-011-W
140x70_dataset/train/FT8-823-F_downscaleX25_scale0.25_001_1.jpg,FT8-823-F
140x70_dataset/train/R97-576-X_motion_blur_kernel_size15_001_1.jpg,R97-576-X
140x70_dataset/train/HRP-696-F_dithering_bits4_001_1.jpg,HRP-696-F
140x70_dataset/train/PMG-482-M_downscaleX25_scale0.25_001_1.jpg,PMG-482-M
140x70_dataset/train/TKW-852-P_dithering_bits4_001.jpg,TKW-852-P
140x70_dataset/train/RMT-061-W_defocus_blur_kernel_size15_001_1.jpg,RMT-061-W
140x70_dataset/train/RF7-688-K_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,RF7-688-K
"140x70_dataset/train/WVA-160-F_equalize_clip_limit2.0_grid_size(8, 8)_001.jpg",WVA-160-F
140x70_dataset/train/CZC-780-C_random_shadow_opacity0.3_001_1.jpg,CZC-780-C
140x70_dataset/train/UUC-660-B_rotationx50_max_angle50_001.jpg,UUC-660-B
140x70_dataset/train/PN5-568-V_motion_blur_kernel_size15_001.jpg,PN5-568-V
140x70_dataset/train/F1K-765-W_rotationx75_max_angle75_001.jpg,F1K-765-W
140x70_dataset/train/TMK-324-T_downscaleX5_scale0.5_001_1.jpg,TMK-324-T
"140x70_dataset/train/DPU-195-Y_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",DPU-195-Y
140x70_dataset/train/D82-321-R_perspectiveX70_max_tilt0.7_001_1.jpg,D82-321-R
"140x70_dataset/train/W9G-091-B_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",W9G-091-B
140x70_dataset/train/Z6R-184-R_dithering_bits4_001_1.jpg,Z6R-184-R
140x70_dataset/train/WMA-630-K_random_snow_intensity0.2_001_1.jpg,WMA-630-K
140x70_dataset/train/DJK-171-J_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,DJK-171-J
140x70_dataset/train/GPH-13-FJ_rotationx50_max_angle50_001.jpg,GPH-13-FJ
140x70_dataset/train/UM9-229-Z_random_shadow_opacity0.3_001.jpg,UM9-229-Z
140x70_dataset/train/FWK-251-B_perspectiveX35_max_tilt0.35_001_1.jpg,FWK-251-B
140x70_dataset/train/HCE-984-R_motion_blur_kernel_size15_001_1.jpg,HCE-984-R
140x70_dataset/train/W64-654-K_rotationx50_max_angle50_001.jpg,W64-654-K
140x70_dataset/train/RHU-710-K_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,RHU-710-K
140x70_dataset/train/YYB-587-F_dithering_bits4_001_1.jpg,YYB-587-F
140x70_dataset/train/FMY-504-E_rotationx75_max_angle75_001_1.jpg,FMY-504-E
140x70_dataset/train/WR5-128-Z_perspectiveX50_max_tilt0.5_001_1.jpg,WR5-128-Z
140x70_dataset/train/YV6-660-N_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,YV6-660-N
140x70_dataset/train/XW9-364-E_rotationx50_max_angle50_001_1.jpg,XW9-364-E
140x70_dataset/train/FT6-688-G_defocus_blur_kernel_size15_001_1.jpg,FT6-688-G
140x70_dataset/train/VN8-295-Y_random_fog_fog_intensity0.9_001.jpg,VN8-295-Y
140x70_dataset/train/FGP-959-L_random_shadow_opacity0.3_001_1.jpg,FGP-959-L
140x70_dataset/train/UVU-018-V_perspectiveX35_max_tilt0.35_001_1.jpg,UVU-018-V
140x70_dataset/train/DM1-085-S_perspectiveX50_max_tilt0.5_001_1.jpg,DM1-085-S
140x70_dataset/train/D2M-311-E_downscaleX25_scale0.25_001_1.jpg,D2M-311-E
140x70_dataset/train/ABB-115-P_channel_dropout_drop_probability0.33_001_1.jpg,ABB-115-P
140x70_dataset/train/S6K-199-T_iso_noise_intensity25_001_1.jpg,S6K-199-T
"140x70_dataset/train/DW7-548-J_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001.jpg",DW7-548-J
140x70_dataset/train/DTZ-061-E_channel_dropout_drop_probability0.33_001_1.jpg,DTZ-061-E
140x70_dataset/train/ACS-325-G_scaleX25_min_scale0.25_max_scale0.25_001.jpg,ACS-325-G
140x70_dataset/train/F1Z-479-C_auto_contrast_cutoff0_001_1.jpg,F1Z-479-C
"140x70_dataset/train/H04-ZFE_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001.jpg",H04-ZFE
140x70_dataset/train/W49-R8H_rotationx50_max_angle50_001_1.jpg,W49-R8H
140x70_dataset/train/WNU-280-U_defocus_blur_kernel_size15_001_1.jpg,WNU-280-U
140x70_dataset/train/XAV-522-N_auto_contrast_cutoff0_001_1.jpg,XAV-522-N
140x70_dataset/train/DJZ-471-T_random_occlusion_min_size45_max_size100_001.jpg,DJZ-471-T
140x70_dataset/train/X7U-072-V_random_occlusion_min_size45_max_size100_001_1.jpg,X7U-072-V
140x70_dataset/train/UTZ-591-M_channel_dropout_drop_probability0.33_001_1.jpg,UTZ-591-M
140x70_dataset/train/N72-FEP_illumination_alpha0.25_beta0_001.jpg,N72-FEP
140x70_dataset/train/GJ2-81-HX_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,GJ2-81-HX
140x70_dataset/train/RAR-068-Z_downscaleX5_scale0.5_001_1.jpg,RAR-068-Z
140x70_dataset/train/BXX-117-T_downscaleX25_scale0.25_001_1.jpg,BXX-117-T
140x70_dataset/train/WCX-446-L_downscaleX25_scale0.25_001_1.jpg,WCX-446-L
"140x70_dataset/train/UA6-426-F_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",UA6-426-F
140x70_dataset/train/XXF-075-F_rotationx75_max_angle75_001_1.jpg,XXF-075-F
140x70_dataset/train/L29-312-Z_random_shadow_opacity0.3_001.jpg,L29-312-Z
140x70_dataset/train/DMH-280-G_dithering_bits4_001_1.jpg,DMH-280-G
140x70_dataset/train/VGW-199-X_downscaleX75_scale0.75_001_1.jpg,VGW-199-X
140x70_dataset/train/WP7-873-W_perspectiveX35_max_tilt0.35_001_1.jpg,WP7-873-W
140x70_dataset/train/H7K-784-K_defocus_blur_kernel_size15_001.jpg,H7K-784-K
140x70_dataset/train/TYS-641-J_rotationx75_max_angle75_001.jpg,TYS-641-J
140x70_dataset/train/UN8-862-M_channel_dropout_drop_probability0.33_001_1.jpg,UN8-862-M
"140x70_dataset/train/FJW-722-M_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",FJW-722-M
140x70_dataset/train/RHU-710-K_iso_noise_intensity25_001.jpg,RHU-710-K
140x70_dataset/train/RJ4-277-J_random_fog_fog_intensity0.9_001_1.jpg,RJ4-277-J
"140x70_dataset/train/ADU-872-A_random_sun_flare_radius_range(50, 150)_intensity1.0_001.jpg",ADU-872-A
140x70_dataset/train/J9L-842-G_random_occlusion_min_size45_max_size100_001_1.jpg,J9L-842-G
140x70_dataset/train/TNV-135-G_random_shadow_opacity0.3_001_1.jpg,TNV-135-G
140x70_dataset/train/V69-735-R_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,V69-735-R
140x70_dataset/train/HGW-859-X_downscaleX75_scale0.75_001_1.jpg,HGW-859-X
140x70_dataset/train/PLV-478-J_random_shadow_opacity0.3_001_1.jpg,PLV-478-J
140x70_dataset/train/RCA-390-F_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,RCA-390-F
140x70_dataset/train/VEB-851-Y_channel_dropout_drop_probability0.33_001_1.jpg,VEB-851-Y
140x70_dataset/train/ERG-793-Z_downscaleX25_scale0.25_001_1.jpg,ERG-793-Z
140x70_dataset/train/W29-392-W_rotationx50_max_angle50_001_1.jpg,W29-392-W
140x70_dataset/train/NB0-669-H_defocus_blur_kernel_size15_001_1.jpg,NB0-669-H
140x70_dataset/train/R1Z-393-M_iso_noise_intensity25_001_1.jpg,R1Z-393-M
"140x70_dataset/train/G2T-808-C_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",G2T-808-C
140x70_dataset/train/VNT-210-H_channel_dropout_drop_probability0.33_001.jpg,VNT-210-H
140x70_dataset/train/DG5-478-N_rotationx50_max_angle50_001_1.jpg,DG5-478-N
140x70_dataset/train/H82-728-D_downscaleX5_scale0.5_001_1.jpg,H82-728-D
140x70_dataset/train/DKV-126-G_downscaleX25_scale0.25_001_1.jpg,DKV-126-G
